"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"16859",25," Local-gov"," Some-college"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"7218",31," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"2236",43," Private"," Assoc-voc"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"16692",46," Local-gov"," HS-grad"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"16374",46," Private"," Assoc-acdm"," Widowed"," Prof-specialty"," Unmarried"," White"," Female",27," <=50K"
"25469",27," Private"," Some-college"," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",50," <=50K"
"31884",27," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",34," <=50K"
"11440",23," Private"," 5th-6th"," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",30," <=50K"
"30464",38," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",44," <=50K"
"23469",21," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Male",44," <=50K"
"5465",47," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," Amer-Indian-Eskimo"," Female",45," <=50K"
"537",57," Private"," 1st-4th"," Widowed"," Priv-house-serv"," Not-in-family"," Black"," Female",30," <=50K"
"6119",22," Private"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",70," <=50K"
"5623",36," Private"," HS-grad"," Divorced"," Other-service"," Unmarried"," White"," Female",36," <=50K"
"17553",23," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",40," <=50K"
"11633",57," Private"," HS-grad"," Divorced"," Sales"," Not-in-family"," White"," Female",26," <=50K"
"29115",33," Local-gov"," Assoc-voc"," Never-married"," Protective-serv"," Not-in-family"," White"," Male",56," <=50K"
"15163",43," Private"," 7th-8th"," Separated"," Farming-fishing"," Not-in-family"," Black"," Male",40," <=50K"
"19563",55," Private"," 10th"," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",40," <=50K"
"22191",31," Private"," HS-grad"," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Female",80," <=50K"
"23755",33," Local-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"7056",50," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",35," <=50K"
"14444",34," State-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"125",19," Private"," Some-college"," Never-married"," Other-service"," Own-child"," Black"," Male",35," <=50K"
"12283",28," Private"," HS-grad"," Married-spouse-absent"," Machine-op-inspct"," Own-child"," Asian-Pac-Islander"," Male",40," <=50K"
"30740",36," Private"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",50," <=50K"
"14608",20," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",25," <=50K"
"4140",29," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",40," <=50K"
"4842",68," Federal-gov"," Some-college"," Divorced"," Adm-clerical"," Other-relative"," Black"," Female",40," <=50K"
"132",24," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"16900",20," Private"," HS-grad"," Separated"," Sales"," Own-child"," White"," Female",26," <=50K"
"9108",37," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"28763",25," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"14544",41," Private"," HS-grad"," Divorced"," Craft-repair"," Unmarried"," White"," Male",40," <=50K"
"22889",22," Private"," HS-grad"," Never-married"," Adm-clerical"," Other-relative"," Black"," Male",40," <=50K"
"29961",36," Private"," Masters"," Never-married"," Prof-specialty"," Own-child"," White"," Male",40," <=50K"
"13664",21," Private"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",70," <=50K"
"9281",42," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"9783",37," Local-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",60," <=50K"
"8764",26," Private"," Some-college"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"20896",22," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Female",28," <=50K"
"22392",38," Private"," 7th-8th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",84," <=50K"
"19019",49," Self-emp-not-inc"," HS-grad"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"1715",31," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",40," <=50K"
"6611",29," Private"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"8602",31," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"27212",41," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",38," <=50K"
"25194",39," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"31971",47," Private"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",65," <=50K"
"23806",34," Self-emp-inc"," HS-grad"," Divorced"," Sales"," Not-in-family"," White"," Female",50," <=50K"
"1918",28," Local-gov"," Assoc-voc"," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",46," <=50K"
"12816",23," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," <=50K"
"5182",18," Private"," 11th"," Never-married"," Craft-repair"," Own-child"," White"," Male",35," <=50K"
"27795",19," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"10790",34," Private"," Some-college"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",40," <=50K"
"19948",34," Private"," HS-grad"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",50," <=50K"
"1591",65," Private"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",16," <=50K"
"25777",21," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"6400",20," Self-emp-not-inc"," HS-grad"," Never-married"," Transport-moving"," Own-child"," White"," Male",45," <=50K"
"21805",25," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"7896",30," Private"," HS-grad"," Never-married"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"12961",37," Local-gov"," Assoc-voc"," Never-married"," Protective-serv"," Not-in-family"," White"," Male",40," <=50K"
"23213",50," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",40," <=50K"
"13684",32," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",48," <=50K"
"28056",37," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"5665",33," Private"," HS-grad"," Separated"," Handlers-cleaners"," Unmarried"," White"," Male",35," <=50K"
"10210",32," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Female",40," <=50K"
"8309",36," Private"," 11th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",43," <=50K"
"17728",27," Local-gov"," Assoc-voc"," Never-married"," Tech-support"," Own-child"," White"," Female",38," <=50K"
"28170",30," Private"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," Black"," Male",40," <=50K"
"31955",34," Private"," 10th"," Never-married"," Other-service"," Unmarried"," Black"," Female",40," <=50K"
"2329",56," Private"," 11th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," <=50K"
"24756",26," Private"," 7th-8th"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"14318",47," Private"," Some-college"," Divorced"," Sales"," Unmarried"," White"," Female",60," <=50K"
"28846",31," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," Black"," Male",50," <=50K"
"3682",20," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Male",40," <=50K"
"4296",47," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," Black"," Male",40," <=50K"
"15068",51," Local-gov"," Some-college"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"11352",49," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"17732",26," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"10333",24," Private"," 9th"," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," <=50K"
"20113",20," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",30," <=50K"
"4482",25," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"24977",25," Private"," 11th"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"29241",31," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Other-relative"," White"," Male",40," <=50K"
"27261",68," Private"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"10788",76," Private"," HS-grad"," Widowed"," Other-service"," Unmarried"," White"," Female",33," <=50K"
"491",40," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",35," <=50K"
"3007",37," Private"," Assoc-voc"," Divorced"," Tech-support"," Unmarried"," White"," Female",52," <=50K"
"17749",60," Private"," Some-college"," Separated"," Transport-moving"," Not-in-family"," Amer-Indian-Eskimo"," Female",30," <=50K"
"26463",60," Private"," 10th"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"7867",33," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",35," <=50K"
"6677",25," Private"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," Black"," Male",40," <=50K"
"31552",33," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"24973",41," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",62," <=50K"
"26325",18," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",15," <=50K"
"30074",17," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",18," <=50K"
"21371",61," Private"," Preschool"," Married-spouse-absent"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",40," <=50K"
"570",47," Private"," Masters"," Divorced"," Exec-managerial"," Unmarried"," White"," Male",42," <=50K"
"2447",35," Private"," 5th-6th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"8841",53," State-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"12157",28," Local-gov"," Some-college"," Never-married"," Protective-serv"," Own-child"," White"," Male",40," <=50K"
"824",30," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"5879",28," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," Amer-Indian-Eskimo"," Male",30," <=50K"
"18526",25," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"1237",34," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",24," <=50K"
"26044",42," Private"," Assoc-voc"," Divorced"," Exec-managerial"," Own-child"," Amer-Indian-Eskimo"," Female",40," <=50K"
"1556",44," Private"," 12th"," Divorced"," Transport-moving"," Unmarried"," Black"," Male",40," <=50K"
"20606",34," Private"," 7th-8th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"18070",40," Private"," HS-grad"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Female",48," <=50K"
"224",54," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",20," <=50K"
"27978",35," Private"," Some-college"," Never-married"," Machine-op-inspct"," Other-relative"," Amer-Indian-Eskimo"," Male",40," <=50K"
"2048",53," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"22014",69," Private"," Bachelors"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",20," <=50K"
"14887",24," Private"," Some-college"," Never-married"," Exec-managerial"," Own-child"," White"," Male",40," <=50K"
"12773",21," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",25," <=50K"
"15904",26," Local-gov"," HS-grad"," Never-married"," Other-service"," Unmarried"," Black"," Female",25," <=50K"
"17697",21," Private"," HS-grad"," Never-married"," Other-service"," Other-relative"," Black"," Male",25," <=50K"
"8656",33," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"10670",24," Private"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," Black"," Male",50," <=50K"
"22015",20," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",27," <=50K"
"2529",47," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",30," <=50K"
"13139",42," Local-gov"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",40," <=50K"
"21918",54," Private"," 12th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"27104",37," Private"," 5th-6th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"1809",73," Local-gov"," 7th-8th"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",10," <=50K"
"2468",46," Private"," HS-grad"," Divorced"," Sales"," Other-relative"," White"," Female",40," <=50K"
"24844",58," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"21023",26," Self-emp-not-inc"," Bachelors"," Divorced"," Sales"," Not-in-family"," White"," Male",40," <=50K"
"15150",35," Local-gov"," Masters"," Never-married"," Prof-specialty"," Own-child"," Black"," Female",40," <=50K"
"16922",27," Self-emp-not-inc"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"19513",45," Private"," Some-college"," Widowed"," Other-service"," Unmarried"," Black"," Female",40," <=50K"
"14826",29," Private"," Assoc-voc"," Never-married"," Tech-support"," Not-in-family"," White"," Male",40," <=50K"
"12823",18," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",37," <=50K"
"14778",27," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"692",24," Private"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," Black"," Female",45," <=50K"
"32396",22," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",50," <=50K"
"29705",24," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"5987",56," Private"," Bachelors"," Widowed"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"28253",37," Private"," 11th"," Separated"," Other-service"," Unmarried"," Black"," Female",40," <=50K"
"15246",44," Self-emp-not-inc"," Some-college"," Divorced"," Other-service"," Not-in-family"," White"," Male",45," <=50K"
"24424",55," State-gov"," Assoc-acdm"," Divorced"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Male",40," <=50K"
"23234",61," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"13106",34," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"16718",31," Private"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"20668",33," Private"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"31315",44," Private"," 9th"," Never-married"," Other-service"," Unmarried"," Black"," Female",40," <=50K"
"13080",33," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26114",61," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," <=50K"
"7918",22," Private"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," White"," Female",60," <=50K"
"11657",69," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",24," <=50K"
"3819",40," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",52," <=50K"
"16122",33," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Male",50," <=50K"
"9797",39," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",55," <=50K"
"6969",31," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"16742",34," Local-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",35," <=50K"
"26055",43," Private"," HS-grad"," Divorced"," Tech-support"," Unmarried"," Black"," Female",35," <=50K"
"25156",44," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," <=50K"
"6639",31," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," <=50K"
"15720",55," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"13287",18," Private"," 5th-6th"," Never-married"," Other-service"," Other-relative"," White"," Male",54," <=50K"
"19959",19," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"12255",60," Private"," 5th-6th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"14604",42," Self-emp-not-inc"," Bachelors"," Married-spouse-absent"," Exec-managerial"," Not-in-family"," White"," Male",45," <=50K"
"5325",40," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",40," <=50K"
"27456",27," Private"," 11th"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"24713",25," Private"," HS-grad"," Divorced"," Sales"," Unmarried"," White"," Female",37," <=50K"
"18401",27," Self-emp-inc"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Male",50," <=50K"
"5863",66," Private"," Masters"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," <=50K"
"11068",49," Local-gov"," HS-grad"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"7542",30," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"11715",29," Private"," HS-grad"," Separated"," Other-service"," Unmarried"," Black"," Female",30," <=50K"
"27538",46," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," <=50K"
"4463",28," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," Other"," Male",60," <=50K"
"8232",57," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15," <=50K"
"21426",55," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"29195",39," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Wife"," White"," Female",50," <=50K"
"1166",33," Private"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",40," <=50K"
"31956",46," Local-gov"," Assoc-voc"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",36," <=50K"
"295",27," Private"," Bachelors"," Never-married"," Tech-support"," Unmarried"," Black"," Female",40," <=50K"
"15020",25," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",44," <=50K"
"14167",55," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"11365",44," Self-emp-inc"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",45," <=50K"
"11669",28," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"8948",56," Private"," 7th-8th"," Widowed"," Machine-op-inspct"," Unmarried"," Other"," Female",40," <=50K"
"4985",27," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," Black"," Male",40," <=50K"
"12455",42," Private"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",16," <=50K"
"14232",20," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",16," <=50K"
"17286",29," Self-emp-not-inc"," Some-college"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",48," <=50K"
"1124",36," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"3152",24," State-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",15," <=50K"
"32135",63," Private"," HS-grad"," Widowed"," Other-service"," Other-relative"," White"," Female",40," <=50K"
"10637",46," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"9489",38," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"14055",29," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," <=50K"
"15198",42," Private"," 7th-8th"," Married-civ-spouse"," Other-service"," Other-relative"," Asian-Pac-Islander"," Female",48," <=50K"
"991",46," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",40," <=50K"
"438",34," Local-gov"," Some-college"," Never-married"," Protective-serv"," Not-in-family"," White"," Female",40," <=50K"
"20978",28," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",40," <=50K"
"28775",51," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"20447",34," Private"," Some-college"," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",20," <=50K"
"12697",56," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"29613",48," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," Black"," Male",40," <=50K"
"14489",24," Private"," Bachelors"," Never-married"," Adm-clerical"," Other-relative"," Asian-Pac-Islander"," Female",40," <=50K"
"31082",50," Private"," 5th-6th"," Married-spouse-absent"," Other-service"," Unmarried"," White"," Female",34," <=50K"
"32424",61," Private"," 11th"," Widowed"," Handlers-cleaners"," Not-in-family"," White"," Female",30," <=50K"
"15973",18," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Female",30," <=50K"
"26236",39," Private"," Some-college"," Divorced"," Machine-op-inspct"," Own-child"," White"," Female",40," <=50K"
"5642",40," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",30," <=50K"
"4888",33," Federal-gov"," Assoc-acdm"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"23252",38," Private"," Assoc-voc"," Separated"," Tech-support"," Unmarried"," White"," Female",20," <=50K"
"5025",45," Federal-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"18673",42," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",35," <=50K"
"16986",57," Private"," 11th"," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"22057",34," State-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," <=50K"
"7411",21," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",30," <=50K"
"6183",29," Local-gov"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"16549",25," Private"," Bachelors"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"27930",28," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"12038",23," Federal-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",15," <=50K"
"25691",34," Private"," 11th"," Married-spouse-absent"," Craft-repair"," Not-in-family"," Black"," Male",55," <=50K"
"11221",74," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",15," <=50K"
"17669",44," Local-gov"," 12th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"31076",26," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",20," <=50K"
"31937",50," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"11371",51," Private"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," <=50K"
"8292",17," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",20," <=50K"
"32484",27," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",25," <=50K"
"1948",43," State-gov"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"27820",37," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"31630",57," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"31737",22," Private"," Bachelors"," Never-married"," Exec-managerial"," Own-child"," White"," Female",30," <=50K"
"25396",66," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," <=50K"
"8712",67," Self-emp-not-inc"," 10th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",80," <=50K"
"10519",54," Private"," HS-grad"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"22653",32," Private"," Some-college"," Married-civ-spouse"," Sales"," Other-relative"," Asian-Pac-Islander"," Female",40," <=50K"
"408",46," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",25," <=50K"
"27963",23," State-gov"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",30," <=50K"
"12490",21," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",38," <=50K"
"30647",52," State-gov"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"30229",45," Private"," HS-grad"," Widowed"," Craft-repair"," Not-in-family"," White"," Female",40," <=50K"
"5260",18," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Male",20," <=50K"
"17259",23," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," Black"," Male",12," <=50K"
"23772",20," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",35," <=50K"
"21854",33," Private"," 7th-8th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"7402",35," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," Wife"," White"," Female",40," <=50K"
"17694",56," Private"," Some-college"," Separated"," Tech-support"," Unmarried"," Black"," Female",38," <=50K"
"31215",21," Private"," Some-college"," Never-married"," Sales"," Other-relative"," Black"," Female",20," <=50K"
"32554",32," Private"," Masters"," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Male",11," <=50K"
"4012",40," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Female",44," <=50K"
"29187",25," Private"," HS-grad"," Never-married"," Adm-clerical"," Other-relative"," Black"," Female",40," <=50K"
"31677",34," Self-emp-inc"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," White"," Male",55," <=50K"
"9546",50," Private"," HS-grad"," Separated"," Other-service"," Unmarried"," White"," Female",35," <=50K"
